company,domain
CREDIT AGRICOLE PAYMENT SERVICES,UNVERIFIED:ca-paymentservices.com
CRÉDIT DU NORD,credit-du-nord.com
CREDIT INDUSTRIEL ET Sales,UNVERIFIED:unknown
CREDIT MUTUEL,credit-mutuel.com
CROCS,crocs.com
CROISIEUROPE,croisieurope.com
CROWNPEAK,crownpeak.com
CRYUI,UNVERIFIED:unknown
CSC ITALIA,cscitalia.com
CSI,UNVERIFIED:unknown
CSP,UNVERIFIED:unknown
CUISINES AVIVA,UNVERIFIED:unknown
CULTURA,UNVERIFIED:unknown
CULTURA BELGIQUE,UNVERIFIED:unknown
CULTURA BELGIUM,UNVERIFIED:unknown
CULTURE INDOOR,UNVERIFIED:unknown
CYBEX,cybex.com
CYKON AB,cykon.se
CYRILLUS VERTBAUDET,UNVERIFIED:cyrillus-vertbaudet.com
DAFY,UNVERIFIED:unknown
DAFY MOTO,dafymoto.com
DAISYCON,daisycon.com
DALBEN GROUP,UNVERIFIED:unknown
DALEPHARMA,UNVERIFIED:unknown
DAMART,damart.com
DAMART / DSB,damart.com
DAMART DSB,UNVERIFIED:unknown
DANIEL HECHTER,danielhechter.com
DARING GROUP,UNVERIFIED:unknown
DARTMOUTH,dartmouth.edu
"DBI GROUP (DIM, LOVABLE, PLAYTEX)",UNVERIFIED:unknown
DBVISIT,dbvisit.com
DCBRAIN,dcbrain.com
DE BEJARRY INTERNATIONAL,UNVERIFIED:unknown
DE FENYI CONSEIL,UNVERIFIED:defenyi-conseil.com
DE NEUVILLE,UNVERIFIED:de-neuville.com
DECATHLON,decathlon.com
DECATHLON DIGITAL,decathlon.com
DECATHLON ESPAÑA SAU,decathlon.es
DECATHLON ITALIA,decathlon.it
DECATHLON SE,decathlon.com
DECATHLON TARMAK,UNVERIFIED:tarmak.decathlon.com
DECATHLON UNIVERSITY,UNVERIFIED:unknown
DECATHON,decathlon.com
DECITRE INTERACTIVE,UNVERIFIED:unknown
DECOCLICO,UNVERIFIED:decoclico.com
DECOINPARIS,UNVERIFIED:unknown
DEEZER,deezer.com
DEFI,UNVERIFIED:unknown
DEGRENNE,degrenne.com
DÉKUPLE,UNVERIFIED:unknown
DEL ARTE,UNVERIFIED:delartecompany.com
DELCOURT,delcourt.com
DELI HEMP,UNVERIFIED:unknown
DELIPOP UK,delipop.co.uk
DELL TECHNOLOGIES,dell.com
DELSEY PARIS,delseyparis.com
DELUBAC,delubac.com
DELUPAY,UNVERIFIED:unknown
DÉMARCHES CHRONO,UNVERIFIED:demarches-chrono.com
DENA DELA,UNVERIFIED:unknown
DENGO EUROPE,UNVERIFIED:unknown
DEPILTECH,depiltech.com
DES CLICK,UNVERIFIED:unknown
DESIGNER,UNVERIFIED:unknown
DESIGUAL,desigual.com
DESTOCK BABY,UNVERIFIED:unknown
DEUTSCHE POST GLOBAL MAIL,UNVERIFIED:deutschepostglobalmail.com
DEUX-TRENTE,UNVERIFIED:unknown
DEVIALET,devialet.com
DEVINLEC,UNVERIFIED:unknown
DEVRED,devred.com
DEVRED SA,devred.com
D'ICI SCRL,UNVERIFIED:unknown
DIEMMEFOOD,UNVERIFIED:unknown
DIGITAGS,digitags.com
DIGITAL POUR VOUS,UNVERIFIED:unknown
DIGITAL VILLAGE,UNVERIFIED:unknown
DILA,UNVERIFIED:unknown
DIM,UNVERIFIED:unknown
DIM FRANCE SAS,UNVERIFIED:unknown
DIOR,dior.com
DIOR COUTURE,dior.com
DIPTYQUE,diptyque.com
DIPTYQUE PARIS,diptyque.com
DIRECT SIGNALÉTIQUE,UNVERIFIED:unknown
DIRECTION GENERALE DES ENTREPRISES DGE,UNVERIFIED:unknown
DIRK ROSSMANN GMBH,rossmann.de
DISEÑO Y FANTASIA SL,UNVERIFIED:unknown
DISNEY,disney.com
DISNEYLAND PARIS,disneylandparis.com
DISTREE DURVAL,UNVERIFIED:unknown
DISTRICENTER,UNVERIFIED:unknown
DISTRICO,UNVERIFIED:unknown
DIY (LM),UNVERIFIED:unknown
DIY MAXEDA,UNVERIFIED:unknown
DMC,UNVERIFIED:unknown
DND,UNVERIFIED:unknown
DODO,dodo.com
DODO SAS,UNVERIFIED:unknown
DOKTORABC.COM,doktorabc.com
DOLCE&GABBANA,dolcegabbana.com
DOMADOO SAS,domadoo.com
DOMINO'S PIZZA,dominos.com
DOMMARKET,UNVERIFIED:unknown
DONGHENG TEXTILE,UNVERIFIED:unknown
DORA BRUSCHI,dorabruschi.com
DOREL FRANCE - MAXI-COSI,maxi-cosi.fr
DOUGLAS,douglas.com
DOUGLAS ADOM ENTERPRISE,UNVERIFIED:unknown
DOUGLAS GMBH,UNVERIFIED:douglas-gmbh.com
DPD FRANCE,dpdfrance.com
DR PIERRE RICAUD,dr-pierre-ricaud.com
DR. MAX GROUP,UNVERIFIED:unknown
DR.MAX,UNVERIFIED:drmax.com
DRAWER,UNVERIFIED:unknown
DREAM ACT,UNVERIFIED:unknown
DREXCO MEDICAL,UNVERIFIED:unknown
DRIVER,UNVERIFIED:unknown
DS55 FREEMAN PORTER,UNVERIFIED:unknown
DSC (SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE),UNVERIFIED:dsc.fr
DSI AUCHAN CORPORATE,UNVERIFIED:unknown
DSI-CARREFOUR,UNVERIFIED:unknown
DSM AVOCATS À LA COUR,UNVERIFIED:dsm-avocats.com
DSQUARED2,dsquared2.com
DSTOCK47,UNVERIFIED:unknown
DU BRUIT DANS LA CUISINE,UNVERIFIED:dubruit-dans-la-cuisine.com
DUBAI SOUTH,dubaisouth.ae
DUFRY,dufry.com
DUTY FREE,dutyfree.com
DUWASH,UNVERIFIED:unknown
DWEET,UNVERIFIED:unknown
DX OPTICAL,UNVERIFIED:unknown
DYNAMIC VIEW,UNVERIFIED:unknown
DYPTIQUE,diptyqueparis.com
DYSON,dyson.com
E. LECLERC,leclerc.com
E. LECLERC BLOIS,UNVERIFIED:leclerc-blois.com
E.LECLERC,e-leclerc.com
E.LECLERC ETAMPES,UNVERIFIED:unknown
E.LECLERC FREYMING,UNVERIFIED:unknown
E.LECLERC GAITÉ-MONTPARNASSE,UNVERIFIED:unknown
E.LECLERC LE CHATELET EN BRIE,UNVERIFIED:unknown
E.LECLERC MONTGERON,UNVERIFIED:unknown
E.X.M. EURO ET EXPERTISE MONETIQUE,UNVERIFIED:unknown
EASY CASH,UNVERIFIED:unknown
EASYCASH,easycash.com
EASYTRANSAC,UNVERIFIED:unknown
EBAY,ebay.com
EBIKE-CITY,ebike-city.com
EBULOBO,ebulobo.com
ECENTIME,UNVERIFIED:unknown
ECHELON AVISORY,UNVERIFIED:unknown
ECODESTOCK,UNVERIFIED:unknown
ECODYNAMIX.FR,ecodynamix.fr
ECOLE SUPÉRIEURE ESTIENNE,estienne.fr
ECOLIVE FRANCE,UNVERIFIED:ecolivefrance.com
ECOMIAM,ecomiam.com
ECOMMERCE EUROPE,UNVERIFIED:ecommerceeurope.eu
ECOMMERCE MAG,UNVERIFIED:unknown
ECOPLAZA,UNVERIFIED:unknown
EDEKA,edeka.de
EDEN BEING,UNVERIFIED:edenbeingcom
EDEN PARK,edenpark.com
EDENLY,edenly.com
EDGARD DEVELOPPEMENT,UNVERIFIED:unknown
EDITA,UNVERIFIED:edita.com
EDITIONS DE LA RHF,UNVERIFIED:unknown
EDITIONS DU BOIS BAUDRY,UNVERIFIED:unknown
EDMOND DE ROTHSCHILD,edmond-de-rothschild.com
EDONE,UNVERIFIED:unknown
EFASHION PARIS,UNVERIFIED:unknown
EHI RETAIL INSTITUTE,UNVERIFIED:ehi-retail-institute.de
EHYAKIM,UNVERIFIED:unknown
EI ADELINE RAGUIN,UNVERIFIED:unknown
EIDIKO SHOWROOM,UNVERIFIED:unknown
EIGHT ADVISORY,eightadvisory.com
EK FRANCE,UNVERIFIED:unknown
EKOI,ekoi.com
EL -ASSILE LAITERIE,UNVERIFIED:unknown
ELARABY GROUP,elarabygroup.com
E-LECLERC,leclerc.com
ELECTRO DEPOT,electrodepot.com
ELECTRONIQUE +,UNVERIFIED:unknown
ELETROGEL REFRIGERACAO LTDA,UNVERIFIED:unknown
ELIOR,elior.com
ELIOR GROUP,eliorgroup.com
ELITIS,elitis.com
ELIXIS,UNVERIFIED:unknown
ELLOS,ellos.com
ELSEVIER,elsevier.com
EMBALLAGE,UNVERIFIED:unknown
EMEIS,UNVERIFIED:unknown
EMINZA,eminza.com
EMMA - THE SLEEP COMPANY,UNVERIFIED:emma-the-sleep-company.com
EMMA SLEEP,UNVERIFIED:emmalogsleep.com
ÉMOI ÉMOI,UNVERIFIED:emoimoi.com
EMOSENS,UNVERIFIED:unknown
EMOVA GROUP,emovagroup.com
EMPORIO ALEX,UNVERIFIED:unknown
EMPÓRIO ALEX,UNVERIFIED:unknown
EN CREATION,UNVERIFIED:unknown
EN RECHERCHE,UNVERIFIED:unknown
ENDLESS GOODS,UNVERIFIED:endlessgoods.com
ENDRO,UNVERIFIED:unknown
ENGIE,engie.com
ENGIE HOME SERVICES,engieservices.com
ENILIVE,UNVERIFIED:unknown
ENTREPOT DU BRICOLAGE,UNVERIFIED:unknown
ENVI,UNVERIFIED:unknown
ENVIE DE FRAISE,enviedefraise.com
EP POS,UNVERIFIED:unknown
E-PARAPHARMACIE,e-parapharmacie.com
EPC CHAMPAGNE,UNVERIFIED:unknown
EPER DIS,UNVERIFIED:unknown
EPHIGEA,UNVERIFIED:unknown
EPHIGÉA GRAIN DE MALICE,UNVERIFIED:unknown
EPI COMPANY I WERO,UNVERIFIED:unknown
EPITECH AND CO,UNVERIFIED:unknown
EPSON FRANCE,epson.fr
EPTIMUM,UNVERIFIED:unknown
ERES,eres.com
ERIC BOMPARD,ericbompard.com
ERIC DELAVAL,UNVERIFIED:unknown
ERICFAVRE.COM,ericfavre.com
ERITA,UNVERIFIED:unknown
ERMES,UNVERIFIED:unknown
EROSKI S.COOP,eroski.es
ESPINOSA,UNVERIFIED:unknown
ESPM ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,espm.br
ESPRIT BARBECUE,UNVERIFIED:unknown
ESTEBAN PARIS PARFUMS,UNVERIFIED:estebanparisparfums.com
ESTEE LAUDER,esteelauder.com
ESTEE LAUDER COMPANIES,esteelauder.com
ESTÉE LAUDER COMPANIES,esteelauder.com
ETAM,etam.com
EURATECHNOLOGIES,euratechnologies.com
EURL COSME'CHIC,UNVERIFIED:unknown
EURL JECO DISTRIBUTION,UNVERIFIED:unknown
EURO SUPERMERCADOS,UNVERIFIED:unknown
EURONICS INTERNATIONAL,UNVERIFIED:euronics-international.com
EURONICS INTERNATIONAL B.V.,euronics.com
EURONICS INTL.,euronics.com
EUROP-ARM,UNVERIFIED:unknown
EUROPCAR,europcar.com
EUROPEAN INVESTMENT BANK,eib.europa.eu
EVANEOS,evaneos.com
EVF OFFICIEL,UNVERIFIED:unknown
EVOLUTION,evolution.com
EVOLUTIVE GROUP,UNVERIFIED:evolutivegroup.com
EVOLUTIVE-GROUP,evolutive-group.com
EVY,evy.com
EX BOUCHARA,UNVERIFIED:unknown
EXCO,UNVERIFIED:unknown
EXKI,exki.com
EXM,UNVERIFIED:unknown
EXOCOMS GROUP,UNVERIFIED:unknown
EXPANSCIENCE,expanscience.com
EXPERIENCED CAPITAL,UNVERIFIED:unknwon
EXPERT RETAIL C,UNVERIFIED:unknown
EXXONMOBIL CHEMICALS,exxonmobilchemical.com
EYROLLES,eyrolles.com
FABRIQ PR,UNVERIFIED:unknown
FACE TO FACE,UNVERIFIED:unknown
FACEBOOK FRANCE SARL,facebook.fr
FACILECOMM,UNVERIFIED:unknown
FACT,UNVERIFIED:unknown
FAGUO,faguo.com
FAMASSER,UNVERIFIED:unknown
FÄRM - EKOPLAZA,UNVERIFIED:farm-ekoplaza.nl
FARM RIO,farmrio.com
FAST RETAILING,fastretailing.com
FAST RETAILING GROUP,fastretailing.com
FATHALLA MARKET,UNVERIFIED:unknown
FATHER & SONS,UNVERIFIED:unknown
FATHER AND SONS,UNVERIFIED:unknown
FATOUMET,UNVERIFIED:unknown
FAVOURABLE. AMAKA ENTERPRISES,UNVERIFIED:unknown
FAZER,fazer.fi
FB SERVIZI,UNVERIFIED:unknown
FBH GROUP,UNVERIFIED:unknown
FC DESIGN,UNVERIFIED:unknown
FCI DIFFUSION,UNVERIFIED:unknown
FDISTRIBUTION,UNVERIFIED:unknown
FDJ UNITED,UNVERIFIED:unknown
FERRARI EXPEDITIONS SAS,UNVERIFIED:unknown
FERRERO,ferrero.com
FESTO,festo.com
FEU VERT,UNVERIFIED:unknown
FEVER,UNVERIFIED:unknown
FFF,UNVERIFIED:unknown
FGROUPE GALERIES LAFAYETTE,UNVERIFIED:unknown
FICHET SECURITY SOLUTION,UNVERIFIED:unknown
FIDEO APP,UNVERIFIED:unknown
FILEDANSTACHAMBRE.COM,UNVERIFIED:unknown
FIMALAC,fimalac.com
FINDEEZ,UNVERIFIED:unknown
FINNISH DESIGN SHOP,finnishdesignshop.com
FINSBURY,UNVERIFIED:unknown
FINTECTURE,fintecture.com
FINZR,UNVERIFIED:unknown
FIOULMARKET.FR,fioulmarket.fr
FIPOS,UNVERIFIED:unknown
FIT BODY CURVE,UNVERIFIED:unknown
FLEUX,UNVERIFIED:unknown
FLOA,floa.com
FLORAJET,florajet.com
FLORAL ATLANTA,floralatlanta.com
FLORENT ROBIN,UNVERIFIED:unknown
FNAC - DARTY,fnac-darty.com
FNAC / DARTY,fnac.com
FNAC / MSS,fnac.com
FNAC DARTY,fnacdarty.com
FNAC/DARTY,fnac-darty.com
FNACDARTY,fnacdarty.com
FNACK DARTY,UNVERIFIED:fnackanddarty.com
FOIE GRAS GOURMET,UNVERIFIED:unknown
FONQ,fonq.nl
FONQ.NL,fonq.nl
FOODCHERI,foodcheri.com
FOODIZ,UNVERIFIED:unknown
FOODIZ GROUP,UNVERIFIED:unknown
FOOT LOCKER,footlocker.com
FOOT LOCKER EUROPE BV,footlockereurope.com
FOOT LOCKER INC.,footlocker.com
FORPERSPECTIVES,UNVERIFIED:unknown
FORTNUM AND MASON PLC,fortnumandmason.com
FRAGRANCE.COM,fragrance.com
FRANÇAISE DES JEUX,fdj.fr
FRANCAP DISTRIBUTION,UNVERIFIED:unknown
FRANCE BUREAU,UNVERIFIED:unknown
FRANCE GALOP,france-galop.com
FRANCE RESTAURATION RAPIDE,UNVERIFIED:unknown
FRANCE TONER,francetoner.com
FRANCE-AUTOMATISMES.COM,france-automatismes.com
FRANCK PROVOST,franckprovost.com
FRANPRIX,franprix.com
FRANPRIX - LEADER PRICE GROUPE CASINO,UNVERIFIED:franprix-leaderprice.com
FRANPRIX LEADER PRICE-DIRECTION SUPPOR,UNVERIFIED:unknown
FREE,free.com
FREECOM,freecom.com
FREE-DISTRIBUTION,UNVERIFIED:unknown
FRENCH GÉNÉTIQUE,UNVERIFIED:unknown
FRENCHSYS,UNVERIFIED:unknown
FREQUENTIEL,frequentiel.com
FROM FUTURE GAMING,UNVERIFIED:unknown
FRS CONSULTING,UNVERIFIED:unknown
FUGAM - PECHEUR.COM,pecheur.com
FUJITSU FRONTEC,UNVERIFIED:fujitsu-frontec.com
FUJITSU FRONTECH NORTH AMERICA,fujitsufrontechna.com
FUSALP,fusalp.com
FUTUROSCOPE,futuroscope.com
G2A.COM,g2a.com
GABRIEL PASTRY ART,UNVERIFIED:unknown
GAIAO,UNVERIFIED:unknown
GALATEA BEAUTY,UNVERIFIED:unknown
GALEC,UNVERIFIED:unknown
GALEC - E.LECLERC,UNVERIFIED:unknown
GALERIES LAFAYETTE,galerieslafayette.com
GALERIES LAFAYETTE / HERMIONE RETAIL,UNVERIFIED:unknown
GALERIES LAFAYETTE CHAMPS ELYSÉES,galerieslafayette.com
GALERIES LAFAYETTE HAUSSMANN,galerieslafayette.com
GALERIES LAFAYETTE HORLOGERIE BIJOUTERIE,UNVERIFIED:unknown
GALERIES LAFAYETTE MANAGEMETN,UNVERIFIED:unknown
GALILÉE,UNVERIFIED:unknown
GALLAS IMPORT EXPORT,UNVERIFIED:unknown
GALP,galp.com
GAMM VERT,UNVERIFIED:gammvert.com
GANT,gant.com
GAZINOX,UNVERIFIED:unknown
GBB,UNVERIFIED:unknown
GBEF,UNVERIFIED:unknown
GBH,gbh.org
GEB SAS,UNVERIFIED:unknown
GEDIMAT,gedimat.com
GEDIMAT/EVIDEN,UNVERIFIED:unknown
GEDVILLO SERVICES SIA,UNVERIFIED:unknown
GEEK FACTORY,UNVERIFIED:unknown
GEEKO SAS,UNVERIFIED:unknown
GEELY/CAOCAO,geely.com
GEMO,UNVERIFIED:unknown
GENERAL LYY,UNVERIFIED:unknown
GENERAL OPTICA,generaloptica.com
GEODEAL,UNVERIFIED:unknown
GÉRARD DAREL,gerardarel.com
GETREADY GROUP LTD.,UNVERIFIED:unknown
GIE UNIFRAIS,UNVERIFIED:unknown
GIESECKE & DEVRIENT,UNVERIFIED:giesecke-devrient.com
GIFI,UNVERIFIED:unknown
GIGAGI,UNVERIFIED:unknown
GIM-UEMOA,UNVERIFIED:unknown
GINA TRICOT,ginatricot.com
GINA TRICOT AB,ginatricot.com
GIPEFI,UNVERIFIED:unknown
GLOBAL RETAIL ALLIANCE,UNVERIFIED:unknown
GLOBUS MARKTHALLEN HOLDING GMBH & CO.KG,UNVERIFIED:globus-markthallen.de
GLORIA JEANS,UNVERIFIED:gloriajeanssite.com
GLOVO,glovoapp.com
GO MY PARTNER,UNVERIFIED:unknown
GO SPORT,gosport.com
GO SPORT FRANCE,gosport.fr
GOOD LINK,UNVERIFIED:unknown
GOODMIND,UNVERIFIED:unknown
GOOGLE CHROMEOS,chrome.google.com
GOOGLE CLOUD,cloud.google.com
GOYARD,goyard.com
GPASPLUS,UNVERIFIED:unknown
GPE,UNVERIFIED:unknown
GPE SERGENT MAJOR,UNVERIFIED:unknown
GPV FRANCE,gpv-france.com
GRACARE,UNVERIFIED:unknown
GRACIUS DESIGN,UNVERIFIED:unknown
GRAIN DE MALICE,UNVERIFIED:unknown
GRAIN DE MOUTARDE,UNVERIFIED:unknown
GRANDVISION,grandvision.com
GRANDVISION (ESSILOR LUXOTTICA),grandvision.com
GRANDVISION BENELUX,grandvision.nl
GRANT & FIORI,UNVERIFIED:grantandfiori.com
GREENWEEZ,greenweez.com
GREENWEEZ SA,greenweez.com
GROUP RG,UNVERIFIED:unknown
GROUPE ADP,groupeadp.fr
GROUPE AKSAL,UNVERIFIED:unknown
GROUPE ALKOR,UNVERIFIED:unknown
GROUPE ASTEN,groupe-asten.com
GROUPE BEAUMANOIR,beaumanoir.com
GROUPE BERTRAND,UNVERIFIED:unknown
GROUPE BLACHERE,blachere.com
GROUPE CAC,UNVERIFIED:unknown
GROUPE CAMPUS,groupe-campus.com
GROUPE CANAL+,canalplus.com
GROUPE CARREFOUR,carrefour.com
GROUPE CASINO,groupe-casino.com
GROUPE CHABRIERES QUIES,UNVERIFIED:unknown
GROUPE CHANTELLE,chantelle.com
GROUPE COURIR,courir.com
GROUPE ERAM,eram.com
GROUPE ETAM,etam.com
GROUPE FERRON,UNVERIFIED:groupe-ferron.com
GROUPE FNAC DARTY,fnacdarty.com
GROUPE GO SPORT,UNVERIFIED:groupegesport.com
GROUPE GOURMAND,UNVERIFIED:unknown
GROUPE HÉRON,UNVERIFIED:unknown
GROUPE IGS,UNVERIFIED:groupe-igs.com
GROUPE IGS FC,UNVERIFIED:unknown
GROUPE JOUECLUB,joueclub.fr
GROUPE LA POSTE,laposte.fr
GROUPE LDLC,ldlc.com
GROUPE LEDUFF,UNVERIFIED:unknown
GROUPE MANUTAN,manutan.com
GROUPE MARIE CLAIRE,marieclaire.com
GROUPE MARQUES AVENUE,marcavenue.com
GROUPE MAXIAM,UNVERIFIED:unknown
GROUPE MONDIAL TISSUS,UNVERIFIED:unknown
GROUPE NOCIBE,nocibe.fr
GROUPE PIERRE FABRE,pierrefabre.com
GROUPE PRINTEMPS,UNVERIFIED:unknown
GROUPE RAND,UNVERIFIED:unknown
GROUPE RAVATE,UNVERIFIED:unknown
GROUPE ROCHER,groupe-rocher.com
GROUPE SAVENCIA,savencia.com
GROUPE SEB,groupeseb.com
GROUPE TERRE DE RUNNING,UNVERIFIED:unknown
GROUPE UBIQUE,UNVERIFIED:unknown
GROUPE V AND B,vandb.com
GROUPE VIA CALAIS,UNVERIFIED:unknown
GROUPE WATERAIR,waterair.com
GROUPE YVES ROCHER,yves-rocher.com
GROUPEMENT DES CARTES BANCAIRES CB,cartes-bancaires.com
GROUPEMENT LES MOUSQUETAIRES,mousquetaires.com
GROUPEMENT LES MOUSQUETAIRES - ANM,UNVERIFIED:unknown
GROUPEMENT MOUSQUETAIRES,mousquetaires.com
GROUPEMENT MOUSQUETAIRES - STIME,UNVERIFIED:unknown
GROUPON FRANCE,groupon.fr
GRUPO BOTICARIO,grupoboticario.com.br
GRUPO EMPRESARIAL EL JAMÓN,UNVERIFIED:unknown
"GUANGZHOU FUNK PLAY TECHNOLOGY CO., LTD.",UNVERIFIED:unknown
GUCCI,gucci.com
GUERLAIN,guerlain.com
GUEYE ET FRERES,UNVERIFIED:unknown
GUFFROY CONSULTING,UNVERIFIED:unknown
GUINOT,guinot.com
GUINOT - MARY COHR,UNVERIFIED:guinot-marycohr.com
GUSTAV RAMELOW KG,UNVERIFIED:unknown
GUZELYHOME,UNVERIFIED:unknown
H MARKET,UNVERIFIED:unknown
H&M,hm.com
HACHETTE COLLECTIONS,UNVERIFIED:unknown
HACKETT SAS,UNVERIFIED:unknown
HAGER GROUP,hager-group.com
HAIRSTORE,hairstore.com
HALEON,haleon.com
HAMELIN SAS,UNVERIFIED:unknown
HAMLA,UNVERIFIED:unknown
HANDEL CONSEIL,UNVERIFIED:unknown
HANES,hanes.com
"HANKYU HANSHIN DEPARTMENT STORES, INC.",UNVERIFIED:hankyuhanshin.co.jp
HAPPY CURL,UNVERIFIED:unknown
HAPPYCOLIS,UNVERIFIED:unknown
HAPPYCURL,UNVERIFIED:unknown
HAPPYWOOL,UNVERIFIED:unknown
HARIBO,haribo.com
HARIBO RICQLES ZAN,UNVERIFIED:unknown
HARLEY-DAVIDSON FRANCE,harley-davidson.fr
HARMONY BOX,UNVERIFIED:unknown
HARTFORD,hartford.com
HARTMANN TRESORE FRANCE,UNVERIFIED:unknown
HAVAS,havas.com
HAZELNUT,UNVERIFIED:unknown
HEALTHY GROUP,UNVERIFIED:unknown
HEINEKEN ENTREPRISE,heineken.com
HELFRICH,UNVERIFIED:unknown
HELIOS WEB,UNVERIFIED:unknown
HELLENIC CONFEDERATION OF COMMERCE AND ENTREPRENEURSHIP,esee.gr
HELLOMOON SHOP,UNVERIFIED:unknown
HELLOPRO,hellopro.com
HELSSY HAIR,UNVERIFIED:unknown
HEMA,hema.com
HEMA B.V.,hema.nl
HEMA DIGITAL,UNVERIFIED:unknown
HEMA HOOFDKANTOOR,UNVERIFIED:unknown
HEPPNI BAKERI,UNVERIFIED:unknown
HERBALIFE,herbalife.com
HERIGE,herige.com
HERMES,hermes.com
HERMÈS,hermes.com
HERMÈS PARFUM BEAUTÉ,hermes.com
HERMIONE RETAIL,UNVERIFIED:unknown
HEVERETT,UNVERIFIED:unknown
HEXANATURE S.A.S.,UNVERIFIED:unknown
HEYTENS,heytens.com
HIFI INTERNATIONAL,hifiinternational.com
HIGHCO SHOPPER PARIS,UNVERIFIED:unknown
HIGH-STICKERS,UNVERIFIED:unknown
HIND KROUSSA PARIS,UNVERIFIED:unknown
HINDBAG,UNVERIFIED:unknown
HIPANEMA,hipanema.com
HISTOIRE D'OR,histoiredor.com
HISTOIRE D'OR - THOM GROUP,histoiredor.com
HK STRATEGIES,UNVERIFIED:unknown
HM TELECOM,UNVERIFIED:unknown
HOLOVISIO,UNVERIFIED:unknown
HOME,home.com
HOMIFAB,UNVERIFIED:unknown
HORIZANE SANTÉ,UNVERIFIED:unknown
HORYON,UNVERIFIED:unknown
HOT,UNVERIFIED:unknown
HOURA,houra.com
HOURGLASS COSMETICS,hourglasscosmetics.com
HP,hp.com
HR,UNVERIFIED:unknown
HTTPS://NAMELAKA.UA/,namelaka.ua
HUAQIN,UNVERIFIED:unknown
"HUAQIN TECHNOLOGY CO.,LTD.",UNVERIFIED:unknown
HUAQIN TELECOM HONGKONG LIMITED,UNVERIFIED:unknown
HUAWEI,huawei.com
HUAWEI ENTREPRISE,enterprise.huawei.com
HUB ONE,hub-one.com
HUB.BRUSSELS,hub.brussels
HUGO BOSS,hugoboss.com
HUNAN KOUSHUIWA FOOD,UNVERIFIED:unknown
HUNKEMOLLER,hunkemoller.com
HURA,UNVERIFIED:unknown
HUXLEY,UNVERIFIED:unknown
HYDRATIS,UNVERIFIED:unknown
HYGÉE,UNVERIFIED:unknown
HYGGELIG,UNVERIFIED:unknown
IADS,UNVERIFIED:unknown
IAGONA,UNVERIFIED:unknown
IBCBS,UNVERIFIED:unknown
IBELIV,UNVERIFIED:unknown
IBM,ibm.com
IBM CONSULTING FRANCE,ibm.com
ICA SUPERMARKET,ica.se
ICON,iconplc.com
ID GROUP,UNVERIFIED:unknown
ID&CO,idandco.com
IDCGO,UNVERIFIED:unknown
IDGROUP,idgroup.com
IDKIDS,idkids.com
IEVA GROUP,UNVERIFIED:unknown
IF65,UNVERIFIED:unknown
IJSVOGEL RETAIL B.V.,UNVERIFIED:unknown
IKEA,ikea.com
IKEA FRANCE,ikea.fr
IKEA GROUP,ikea.com
IKEA TOULON,UNVERIFIED:unknown
IKKS GROUP,ikks.com
IKKS RETAIL,UNVERIFIED:ikksretail.com
ILICUT,UNVERIFIED:unknown
ILLI&CO,UNVERIFIED:unknown
ILLICADO,UNVERIFIED:unknown
IMPACT ENR,UNVERIFIED:unknown
IN S MERCATO,UNVERIFIED:unknown
INDUSTRY,UNVERIFIED:unknown
INFOMIL,UNVERIFIED:unknown
INFOPERFIL COMERCIO E SERVIÇO DE INFORMATICA EIRELI,UNVERIFIED:unknown
INFOR,infor.com
INGENICO,ingenico.com
INMAC WSTORE,UNVERIFIED:unknown
INMAC-WSTORE,inmac-wstore.com
INNOVE DESIGN,UNVERIFIED:innovedesi.gn
INOUI EDITIONS,inoui-editions.com
INSIDER,insider.com
INSTITUT FRANÇAIS DE LA MODE,UNVERIFIED:ifmode.fr
INTEGRA,UNVERIFIED:unknown
INTERFAS,UNVERIFIED:unknown
INTERGAMMA,intergamma.com
INTERMARCHE,intermarche.com
INTERMARCHÉ,intermarche.com
INTERMARCHE & NETTO,UNVERIFIED:intermarche-netto.com
INTERMARCHÉ ALIMENTAIRE INTERNATIONAL,intermarche.com
INTERMARCHÉ STIME,UNVERIFIED:unknown
INTERNET FACTORY,UNVERIFIED:unknown
INTERPARFUM,interparfum.com
INTERSPORT,intersport.com
INTERSPORT FRANCE,intersport.fr
INTUITI,UNVERIFIED:unknown
IP SYSTEMES,UNVERIFIED:unknown
IRASSHAI,irasshai.com
IROBOT,irobot.com
IRRITEC,irritec.com
ISABEL MARANT,isabelmarant.com
ISKAYPET,UNVERIFIED:unknown
ISLEDEN,UNVERIFIED:unknown
ISRA,UNVERIFIED:unknown
ITAU UNIBANCO,itau.com.br
ITM,UNVERIFIED:unknown
ITM Purchasing NON MARCHANDS,UNVERIFIED:unknown
ITM Purchasing NON MARCHANDS - GROUPEMENT DES,UNVERIFIED:unknown
ITM Purchasing NON MARCHANDS - LES MOUSQUETAIRES,UNVERIFIED:unknown
ITM AI,UNVERIFIED:unknown
ITM ANM,UNVERIFIED:unknown
ITM EANM,UNVERIFIED:unknown
ITMAI GROUPEMENT DES MOUSQUETAIRES,UNVERIFIED:unknown
IUNXI GROUP,UNVERIFIED:unknown
IUT EVREUX,UNVERIFIED:iut-evreux.fr
IVS,UNVERIFIED:unknown
