company,domain
LCL,lcl.com
LDLC.COM,ldlc.com
LE BHV MARAIS,lebhvmarais.com
LE BON MARCHE,lebonmarche.com
LE BON MARCHÉ,lebonmarche.com
LE BON MARCHÉ RIVE GAUCHE,lebonmarche.com
LE COMPTOIR D'EMILE,UNVERIFIED:comptoire-demile.com
LE CREUSET,lecreuset.com
LE NOTRE,lenôtre.com
LE PETIT BALLON,lepetitballon.com
LE PETIT VAPOTEUR,UNVERIFIED:lepetit-vapoteur.com
LE PETIT VAPOTEUR STORE,UNVERIFIED:lepetitvapoteau.com
LE ROI DU MATELAS,leroidumatelas.com
LE ROY RENÉ,leroyrene.com
LE SLIP FRANCAIS,leslipfrancais.com
LE TANNEUR,letanneur.com
LE TEMPS DES CERISES,letempsdescerises.com
LEA NATURE,lea-nature.com
LEASI ASSETCO FRANCE (SIREN 978261444) HTTPS://LEASI.CO,leasi.co
LEBONCOIN,leboncoin.fr
LEBONCOIN (ADEVINTA),leboncoin.fr
LEBOND.SHOP,UNVERIFIED:lebond.shop
LECLERC,leclerc.com
LEENA PARIS,UNVERIFIED:leenaparis.com
LEGALLAIS,legallais.com
LEMAIRE,lemaire.com
LENOVO,lenovo.com
LEROY MERLIN,UNVERIFIED:leroy-merlin.com
LEROY MERLIN FRANCE,leroymerlin.fr
LEROY MERLIN UKRAINE,leroy-merlin.com.ua
LES 3 RELIQUES,les3reliques.com
LES BONNES CHOSES,lesbonneschoses.com
LES COLLECTIONNEURS,lescollectionneurs.com
LES ESSENTIELS D'ISABELLE,UNVERIFIED:lesessentielsisabelle.com
LES GALERIES LAFAYETTE PARIS HAUSSMANN,galerieslafayette.com
LES GEORGETTES,lesgeorgettes.com
LES GEORGETTES BY ALTESSE,lesgeorgettes.com
LES MOUSQUETAIRES,UNVERIFIED:lemousquetaires.com
LES PARFUMERIES FRAGONARD,fragonard.com
LES PÉPINIÈRES BELLET,UNVERIFIED:pepinieres-bellet.com
LES PETITS CHAPERONS ROUGES,lespetitschaperonsrouges.com
LES RITUELLES,lesrituelles.com
LESBENJAMINS,lesbenjamins.com
LESECHOSLEPARISIEN,lesechosleparisien.fr
LEVI STRAUSS & CO,levistrauss.com
LEVI STRAUSS & CO.,levistrauss.com
LEVIS,levi.com
LEVIS STRAUSS & CO,levi.com
L'EXCEPTION,lexception.com
LG,lg.com
LIDL,lidl.com
LIDL INTERNATIONAL,lidl.com
LIDL STIFTUNG & CO. KG,lidl.com
LIGIER GROUP,ligier-group.com
LIKI24,liki24.com
LINDERA,lindera.com
LINDT,lindt.com
LINK MOBILITY,linkmobility.com
LINXENS,linxens.com
LIPAULT,lipault.com
LITTLE BIG CHANGE,littlebigchange.com
LIVING TOURS,livingtours.com
LIVRES ET STICKERS. COM,livresetstickers.com
LOBERON GMBH,loberon.de
LOCATION VOITURE,locationvoiture.com
LOCCITANE,loccitane.com
L'OCCITANE EN PROVENCE,loccitane.com
L'OCCITANE GROUPE,loccitane.com
L'OCCITANE INTERNATIONAL SA,loccitane.com
LONDON & PARTNERS,londonandpartners.com
LONGCHAMP,longchamp.com
L'OREAL,loreal.com
LÓREAL,loreal.com
L'ORÉAL,loreal.com
L'OREAL LUXE,lorealuxe.com
LOT-ART BV,lot-art.com
LOUBOUTIN,louboutin.com
LOUIS VUITTON,louisvuitton.com
LOVE RADIUS,loveradius.com
LOVEHONEY,lovehoney.com
LOWES,lowes.com
LUDILABEL,ludilabel.com
LUHTA SPORTSWEAR COMPANY,luhta.com
LVMH,lvmh.com
LVMH BEAUTY,lvmhbeauty.com
MACOQUE.COM,macoque.com
MADAME VACANCES - EUROGROUP,madame-vacances.com
MADE.COM,made.com
MAGASINS BUT,but.com
MAIF,maif.fr
MAIL BOXES ETC.,mailboxesetc.com
MAISON 123,maison123.com
MAISON BALZAC,maisonbalzac.com
MAISON DE LA LITERIE,UNVERIFIED:maisondeliterie.com
MAISON FRANCIS KURKDJIAN,maisonfranciskurkdjian.com
MAISON MONTEBELLO,maisonmontebello.com
MAISON PIERRE HARDY SAS,pierrehardy.com
MAISON STANDARDS,maisonstandards.com
MAISONS DU MONDE,maisonsdumonde.com
MAJE,maje.com
MANO MANO,manomano.com
MANOMANO,manomano.com
MANUBRICOLE.COM,manubricole.com
MANUCURIST,manucurist.com
MANUTAN INTERNATIONAL,manutan.com
MAPED,maped.com
MARC O POLO,marc-o-polo.com
MARIONNAUD,marionnaud.com
MARKS & SPENCER (M&S),marksandspencer.com
MASSIMO ALBA,UNVERIFIED:massimalba.com
MATAS.DK,matas.dk
MATELAS NO STRESS,UNVERIFIED:matelas-no-stress.com
MATTEL,mattel.com
MAUBOUSSIN,mauboussin.com
MAX MARA FASHION GROUP,maxmara.com
MAX MARA FASHION GROUP SRL,maxmara.com
MAXICOFFEE,maxicoffee.com
MCDONALD'S,mcdonalds.com
MCDONALDS FRANCE,mcdonalds.fr
MCDONALD'S FRANCE,mcdonalds.fr
MEDIAMARKT POLAND,mediamarkt.pl
MEDIAMARKTSATURN,mediamarktsaturn.com
MÉDIAMÉTRIE,mediametrie.com
MEDIAPOST,mediapost.com
MEDIA-SATURN RETAIL GROUP GMBH,media-saturn.de
MELISSA,melissa.com
"MELVITA, GROUPE L'OCCITANE",melvita.com
MERCADONA,mercadona.es
"MERCARI, INC.",mercari.com
MERCIAN,mercian.com
MERCURE,mercure.com
MESTER GRØNN AS,mestergronn.no
METRO,metro.com
METRO CASH & CARRY ROMANIA,metro.ro
METRO CASH AND CARRY,metro.com
METRO FRANCE,metro.fr
METRO ROMANIA,metro.ro
METTLER TOLEDO,mt.com
MEUBLES IKEA FRANCE,ikea.fr
MF MINI FOCUS,UNVERIFIED:mfminifocus.com
MGT CONSEIL,UNVERIFIED:mgtconseil.com
MICROMANIA,micromania.fr
MICROMANIA-ZING,micromania-zing.com
MICROSOFT,microsoft.com
MICROSOFT DEUTSCHLAND GMBH,microsoft.de
MIDAS,midas.com
MIROGLIO GROUP,mirogliogroup.com
MISTER AUTO,misterauto.com
MISTER EV,misterev.com
MISTERFLY,misterfly.com
MITSUBISHI PENCIL,UNVERIFIED:uni.mitsubishipentel.co.jp
MOBIVIA - VIA ID,mobivia.com
MODEX CONSEIL,UNVERIFIED:modexconseil.com
MODULSYSTEM SWEDEN AB,modulsystem.se
MOET & CHANDON,moet-chandon.com
MOET HENESSY,moet-hennessy.com
MOET HENNESSY,moet-hennessy.com
MOLLIE,mollie.com
MOLNLYCKE,molnlycke.com
MONCLER,moncler.com
MONDADORI FRANCE,mondadori.fr
MONDIAL TISSUS,mondial-tissus.fr
MONNAIE DE PARIS,monnaiedeparis.fr
MONNIER FRERES,monnierfreres.com
MONOPRIX,monoprix.com
MOREL,morel.com
MORGAN,morgan.com
MORGAN PHILIPS GROUP,morganphilips.com
MOTOBLOUZ,motoblouz.com
MOTOROLA SOLUTIONS,motorolasolutions.com
MOTUL,motul.com
MR BRICOLAGE,mr-bricolage.com
MRBRICOLAGE,mrbricolage.com
MULTIPLY SOFTWARE,multiplysoftware.com
MUSÉE DU LOUVRE,louvre.fr
MUSGRAVE,musgravegroup.com
MUSGRAVE LTD.,musgravegroup.com
MUSGRAVE RETAIL PARTNERS IRELAND,UNVERIFIED:musgraveretailpartners.ie
MUZEIKO - MUNICIPAL CULTURE INSTITUTE – CHILDREN’S SCIENCE,muzeiko.com
MY JOLIE CANDLE,UNVERIFIED:myjolientcandle.com
MYLITTLEPARIS,mylittleparis.com
MYPOS,mypos.com
NASHI ARGAN,nashiargan.com
NATEXO,UNVERIFIED:natexo.com
NATUR’HALLES,naturhalles.com
NATURA,natura.com
NATURA EUROPA,UNVERIFIED:natura-europa.com
NATURABRASIL,naturabrasil.com
NATURALIA,UNVERIFIED:naturalia.com
NATURASÌ,naturasi.it
NATURE & DECOUVERTES,UNVERIFIED:nature-et-decouvertes.com
NATURE & DÉCOUVERTES,UNVERIFIED:nature-et-decouvertes.com
NATURE ET DECOUVERTES,natureetdecouvertes.com
NATURE ET DÉCOUVERTES,natureetdecouvertes.com
NATURE ET DECOUVERTES SA,UNVERIFIED:nature-et-decouvertes.com
NATURES & DÉCOUVERTES,UNVERIFIED:naturesdecouverts.com
NAYAX,nayax.com
NEINVER,neinver.com
NESPRESSO,nespresso.com
NESTLE WATERS MARKETING ET DISTRIBUTION,nestlewaters.com
NETAFFILIATION,netaffiliation.com
NEW BALANCE,newbalance.com
NEWREST,newrest.com
NIKE RETAIL BV,nike.com
NLABORATOIRE,nlaboratoire.com
NOCIBE,nocibe.com
NORAUTO,norauto.com
NORAUTO FRANCE,norauto.fr
NORAUTO INTERNATIONAL,norauto.com
NORM HALI MOBILYA TEKSTIL URÜNLERI,normhali.com
NUOO,UNVERIFIED:nuoo.com
O2FEEL,o2feel.com
OCTOPIA,octopia.com
OFFICE DU TOURISME & DES CONGRÈS PARIS,parisinfo.com
OFFICE PLUS,officeplus.com
OLINN,olinn.com
OLIVER STORE,oliverstore.com
OLIVIERS&CO,oliviersandco.com
O'MALO,omalo.com
OMY,omy.com
ON,on-running.com
ON AG,on-running.com
ON RUNNING,on-running.com
ONEPILOT,onepilot.com
ONEYTRUST,oneytrust.com
OPTCONNECT,optconnect.com
OPTEVEN,opteven.com
ORANGE,orange.com
ORANGE BANK,orangebank.com
ORANGE BUSINESS,orange-business.com
ORANGE FRANCE,orange.fr
ORBICO GROUP,orbico.com
ORIGINALITALIA,originalitalia.com
OSÉE,osee.com
OTTO GMBH & CO. KGAA,otto.de
OTTO GROUP,otto-group.com
OUTIROR,outiror.com
OVHCLOUD,ovh.com
PALAIS DES THÉS,palaisdesthes.com
PANASONIC CONNECT EUROPE,UNVERIFIED:panasonic-connect-europe.com
PANDORA,pandora.net
PAPIER TIGRE,papiertigre.com
PAPIER-METTLER FRANCE,papier-mettler.fr
PARFUM CHRISTIAN DIOR,dior.com
PARFUMS CHRISTIAN DIOR,dior.com
PARIS SAINT-GERMAIN,psg.fr
PARIS-SOCIETY,paris-society.com
PARROT,parrot.com
PATAUGAS,pataugas.com
PATHÉ,pathe.com
PATHÉ SUISSE S.A.,UNVERIFIED:pathesuisse.ch
PATHÉ SWITZERLAND,pathe.ch
PATTERN,pattern.com
PAULINE MODE,paulinemode.com
PAX,paxgaming.com
PAX TECHNOLOGY,UNVERIFIED:pax-technology.com
PENTI,penti.com
PEPKOR,pepkor.co.za
PERFECT CORP,perfect-corp.com
PERFECT STAY,perfectstay.com
PERFUMES E COMPANHIA,perfumescompanhia.com
PERNOD RICARD GLOBAL TRAVEL RETAIL,UNVERIFIED:pernodricardglobaltravel.com
PERNOD-RICARD,pernod-ricard.com
PETIT BATEAU,petit-bateau.com
PETIT BEGUIN,petitbeguin.com
PETITECHAMBRE.FR,petitechambre.fr
PHILIPS TP VISION,tpvision.com
PHOTOBOX,photobox.com
PICARD,picard.com
PICARD SURGELES,picardsurgeles.com
PICWIC,picwic.com
PICWIC TOYS,picwic.com
PIERRE & VACANCES,pierrevacances.com
PIERRE FABRE CONSUMER HEALTH CARE,pierrefabre.com
PIERRE HARDY,pierre-hardy.com
PIMKIE,pimkie.com
PISCINES WATERAIR,waterair.com
PITTAROSSO,pittarosso.com
PIXMANIA,pixmania.com
PLANET SUSHI,planetsushi.com
PLANITY,planity.com
PLASTOY,plastoy.com
PMU,UNVERIFIED:pmu.com
POINT P SA,point-p.com
POLA INC.,polacosmetics.com
POLAAR,polaar.com
POLENE PARIS,polene-paris.com
POUJOULAT,poujoulat.com
PRADA SPA,prada.com
PRADEL,pradel.com
PREMIERE VISION,premierevision.com
PRET A MANGER,pret.com
PREZZEE,prezzee.com
PREZZEMOLO & VITALE,UNVERIFIED:prezzemoloevidale.it
PREZZO,prezzo.com
PRINTEC,printec.com
PRINTEC GROUP,printecgroup.com
PRINTEMPS,printemps.com
PRINTEMPS HAUSSMANN,UNVERIFIED:printemps-haussmann.com
PRIVATBANK,privatbank.com.ua
PROBIKESHOP,probikeshop.com
PROCOS,procos.com
PROMOD,promod.com
PROMOSALONS,promosalons.com
PSG,psg.fr
PUIG,puig.com
PUISSANCE D’AGIR,UNVERIFIED:puissance-dagir.com
PUMA GROUP,puma.com
PVH,pvh.com
PYLONES,pylones.com
PYLONES SAS,pylones.com
QOBUZ,qobuz.com
QONTO,qonto.com
QUADIENT,quadient.com
QUITOQUE,quitoque.com
RADIS ET CAPUCINE,UNVERIFIED:radiscapucine.com
RAGT,ragt.com
RAJA SA,raja.com
RAK PORCELAIN EUROPE SA,rakporcelaineurope.com
RAKUTEN,rakuten.com
RALPH LAUREN,ralphlauren.com
RALPHLAUREN,ralphlauren.com
RAND,rand.org
RATP,ratp.fr
REAL MADRID STORE-DUBAI,UNVERIFIED:realmadridstore-dubai.com
RED LORRY YELLOW LORRY,rlyl.com
RELAIS COLIS,relais-colis.com
REMA 1000 NORGE,rema1000.no
REMA 1000 NORGE A/S,rema1000.no
REMA 1000 NORGE AS,rema1000.no
REMA 1000 NORWAY,rema1000.no
RENAULT,renault.com
REPEAT GLOBAL,UNVERIFIED:repeatglobal.com
REPETTO,repetto.com
RÉSEAU CLUB BOUYGUES TELECOM,UNVERIFIED:reseau-club.bouyguestelecom.fr
RETAIL COUNCIL OF CANADA,retailcouncil.ca
RETAIL EXCELLENCE IRELAND,UNVERIFIED:retailexcellenceireland.ie
RETURNGO,returngo.com
RÉUTEC,reutec.com
REVOLUT BUSINESS,business.revolut.com
REWE DEUTSCHER SUPERMARKT AG & CO. KGAA,rewe.de
REWE GROUP / REWE MARKT GMBH,rewe.de
REXEL,rexel.com
RICHARDSON,richardson.com
RICHEMONT,richemont.com
RICHEMONT INTERNATIONAL SA,richemont.com
RICOH INDUSTRIE FRANCE,ricoh.fr
RIKA FRANCE,UNVERIFIED:rikafrance.com
RIMOWA,rimowa.com
RITUALS COSMETICS,rituals.com
ROBERTO CAVALLI,robertocavalli.com
ROBINDESBOIS.COM S.A.S.,robindesbois.com
ROCHE BOBOIS,roche-bobois.com
ROGER VIVIER,rogervivier.com
ROHLIK,rohlik.cz
ROOTED BROOKLYN,rootedbrooklyn.com
ROSE IN APRIL,UNVERIFIED:rose-in-april.com
ROUGEGORGE,rougegorge.com
ROUGIER&PLÉ,rougierple.com
ROUJE,rouje.com
ROYAL CANIN,royalcanin.com
ROYAL COMMISSION FOR RIYADH CITY,rcrc.gov.sa
RTB HOUSE,rtbhouse.com
RTL - RTL CONSOMMATION,rtl.fr
RUEDUCOMMERCE / LDLC,rueducommerce.com
SAAB,saab.com
SABON FRANCE,sabonfrance.com
SAFESCAN,safescan.com
SAINSBURY'S,sainsburys.co.uk
SAINT JAMES,saint-james.com
SAINT MACLOU,saint-maclou.com
SAINT-GOBAIN,saint-gobain.com
SAINT-GOBAIN DISTRIBUTION BÂTIMENT FRANCE,saint-gobain.fr
SAINT-LAURENT,ysl.com
SAINT-MACLOU,saint-maclou.com
SALECYCLE,salecycle.com
SAMARITAINE - GROUPE LVMH,samaritaine.com
SAM'S CLUB,samsclub.com
SAMSUNG,samsung.com
SANDRO,sandro.com
SANTANDER,santander.com
SANTÉDISCOUNT,santediscount.com
SAPIENS,sapiens.com
SAVOUREZ BIO!,UNVERIFIED:savourez-bio.com
SCHMIDT GROUPE,schmidt-groupe.com
SCHNEIDER ELECTRIC,schneider-electric.com
SCHWARZ DIGITAL GMBH & CO. KG,schwarz-digital.de
SCREENONDEMAND,screenondemand.com
SCULPTA SWIM,sculptaswim.com
SEIKO INSTRUMENTS GMBH,seiko-instruments.de
SELF,self.com
SELGROS,selgros.com
SELLSY,sellsy.com
SEPHORA,sephora.com
SEPHORA COLLECTION,sephoracollection.com
SEPHORA SA,sephora.com
SEVENTURE PARTNERS,seventurepartners.com
SEZANE,sezane.com
SÉZANE,sezane.com
SFR,sfr.fr
SFR DISTRIBUTION,sfr.com
SHEETZ,sheetz.com
SHEIN,shein.com
SHELL,shell.com
SHELL FRANCE,shell.fr
SHELL INTERNATIONAL,shell.com
SHELL INTERNATIONAL PETROLEUM COMPANY LTD,shell.com
SHIFT4,shift4.com
SHISEIDO EMEA,shiseido.com
SHOEBY,shoeby.com
SHOPCAISSE,shopcaisse.com
SHOWROOMPRIVE,showroomprive.com
SIAL CHINA,sialchina.com
SIG FRANCE,sig-france.com
SILVERLIT,silverlit.com
SIMONE PERELE,UNVERIFIED:simonepere.com
SINCH,sinch.com
SISA SICILIA,UNVERIFIED:sisasicilia.it
SISLEY,sisley.com
SISLEY PARIS,sisley-paris.com
SITOO,sitoo.com
SITOUR,sitour.com
SMARTBOX,smartbox.com
SMCP,smcp.com
SMCP GROUPE,smcp-group.com
SNCF,sncf.com
SNCF CONNECT,sncf-connect.com
SNCF VOYAGEURS,sncf.com
SNOWLEADER,snowleader.com
SOCIÉTÉ BIC,bic.com
SOCIETE GENERALE,societegenerale.com
SOCIÉTÉ GENÉRALE,societegenerale.com
SOCIÉTÉ GÉNÉRALE,societegenerale.com
SOCIÉTÉ GÉNÉRALE PRIVATEBANKING,privatebanking.societegenerale.com
SODEXO,sodexo.com
SODEXO FRANCE,sodexo.fr
SOLUTIONS 30,solutions30.com
SOLUTIONS30,solutions30.com
SONAE - BRIGHT PIXEL,brightpixel.com
SON-VIDÉO,son-video.com
SONY EUROPE LIMITED,sony.eu
SØSTRENE GRENE,UNVERIFIED:sostrenegene.com
SPARTOO,spartoo.com
SPARTOO SAS,spartoo.com
SPECSAVERS,specsavers.com
SPECSAVERS OPTICAL GROUP,specsavers.com
SPEEDWAY,speedway.com
SPORT 2000,sport2000.com
SPORT 2000 FRANCE - CERACLES COOPERATIVE,sport2000.fr
SPORT2000,sport2000.com
SPORT-GUIDE.COM,sport-guide.com
SPORTISIMO S.R.O.,sportisimo.cz
STADE ROCHELAIS,UNVERIFIED:stade-rochelais.com
STIGA SAS,stiga.com
STIHL,stihl.com
STOKOMANI,stokomani.com
STRIPE,stripe.com
STUDENAC,studenac.hr
STUDIO UNIVERSAL,studiouniversal.com
STUDIO ZERANCE,studiozerance.com
SUBSTANS GROUP,substansgroup.com
SUD EXPRESS,sud-express.com
SUEZ,suez.com
SUNDAY,sunday.com
SUNMI,sunmi.com
SUPERDRY,superdry.com
SUPERMARCHÉS MATCH,match.com
SUPER-PHARM,super-pharm.com
SUSHI SHOP,sushishop.com
SVS,svsound.com
SWAROVSKI,swarovski.com
SWATCH,swatch.com
SWATCH GROUP,swatch.com
SWATCH GROUP FRANCE,swatch.fr
SWEDISH TRADE FEDERATION (SVENSK HANDEL),svenskhandel.se
SWEETLILY SKINCARE,sweetlilyskincare.com
SWILE,swile.com
SWISS SENSE BV,swisssense.com
SYMBOLES DE FRANCE,symbolesdefrance.com
SYSTEME U,systeme-u.fr
SYSTÈME U,systeme-u.fr
TALLY WEIJL.,tally-weijl.com
TARTINE & CHOCOLAT,tartine-et-chocolat.com
TARTINE ET CHOCOLAT,UNVERIFIED:tartinetchocolat.com
TCL,tcl.com
TCL TECHNOLOGY,tcl.com
TELENET,telenet.com
TEMERA,temera.com
TEMU.COM,temu.com
TENCENT,tencent.com
TERRAILLON,terraillon.com
TESCO,tesco.com
TESCO PLC,tesco.com
THE KASE,thekase.com
THE KOOPLES,thekooples.com
THE SWATCH GROUP (ITALIA) S.P.A.,theswatchgroup.com
THE SWATCH GROUP FRANCE,swatch.fr
THE WALT DISNEY COMPANY,disney.com
THE WALT DISNEY COMPANY FRANCE,disney.fr
THIELMANN,thielmann.com
THUASNE,thuasne.com
TIFFANY,tiffany.com
TIFFANY & CO,tiffany.com
TIFFANY AND CO.,tiffany.com
TITANIC BELFAST,titanicbelfast.com
TOM AND CO,tomandco.com
TOMMY HILFIGER,tommy.com
TOTALENERGIES,totalenergies.com
TOUPRET,toupret.com
TOUS,tous.com
TRADEDOUBLER,tradedoubler.com
TREND MICRO,trendmicro.com
TRIANGELN SHOPPING CENTER,triangeln.se
TRIGANO,trigano.com
TRIGANO JARDIN,triganojardin.com
TUMI,tumi.com
TURKCELL,turkcell.com.tr
UGC CINÉ CITÉ,UNVERIFIED:ugc-cinecite.com
UN AIR D'ICI,UNVERIFIED:unairdicier.com
UNILEVER,unilever.com
UNIQLO,uniqlo.com
UNIVERS DECOR,universdecor.com
UPCOOP,upcoop.com
URBN,urbn.com
URW,urw.com
US LUGGAGE,usluggage.com
V33 SA,v33.com
VALUE RETAIL,valueretail.com
VAN CLEEF & ARPELS,vancleefarpels.com
VANCLEEF & ARPELS,vancleefarpels.com
VANESSA BRUNO,vanessabruno.com
VAPIANO,vapiano.com
VAPOSTORE,vapostore.com
VATAN BILGISAYAR AS,vatanbilgisayar.com
VEDIFOOD,vedifood.com
VEEPEE,veepee.com
VEJA,veja.com
VENTE UNIQUE,vente-unique.com
VERBAUDET,verbaudet.com
VERCEL,vercel.com
VERIFONE,verifone.com
VERTBAUDET,vertbaudet.com
VERYCHIC,verychic.com
VESTIAIRE COLLECTIVE,vestiairecollective.com
VF COPORATION,vfc.com
VF CORPORATION,vfc.com
VIC,vic.com
VILLEROY & BOCH ADT,villeroy-boch.com
VINTED,vinted.com
VIPSHOP,vipshop.com
VISA,visa.com
VIS-EXPRESS,vis-express.com
VISPERO,vispero.com
VISPLAY,visplay.com
VITALE BARBERIS CANONICO,vitalebarberiscanonico.com
VO2 GROUP,vo2group.com
VOCOVO,vocovo.com
VOLCOM,volcom.com
VOLVO TRUCKS CORPORATION,volvotrucks.com
VORWERK FRANCE,vorwerk.fr
VORWERK INTERNATIONAL & CO. KMG,vorwerk.com
VÔTRES,votres.com
VOX CAPITAL,voxcapital.com
WASTE2WEAR,waste2wear.com
WE FASHION,wefashion.com
WEDARELAB / GROUPE ETAM,etam.com
WEDARELAB/GROUPE ETAM,etam.com
WELKOOP,welkoop.com
WELLA,wella.com
WEMAP,wemap.com
WETHENEW,wethenew.com
WHIRLPOOL,whirlpool.com
WICKES,wickes.co.uk
WICKES BUILDING SUPPLIES,wickes.co.uk
WICKES GROUP PLC,wickes.co.uk
WIELAND ELECTRIC,wieland-electric.com
WILSON SPORTING GOODS,wilson.com
WINOA,winoa.com
WISEED,wiseed.com
WISEPOPS,wisepops.com
WOLFORD,wolford.com
WONDERBOX,wonderbox.com
WOODBRASS,woodbrass.com
WOOLWORTHS,woolworths.com.au
WORKDAY,workday.com
WORLDIA,worldia.com
YAMAMAY,yamamay.com
YELLOWKORNER,yellowkorner.com
YESCAPA,yescapa.com
YOUSCRIBE,youscribe.com
YSÉ,yse.com
YVES ROCHER,yvesrocher.com
YVES ROCHER FRANCE,yvesrocher.fr
YVES SAINT LAURENT,yslbeauty.com
ZALANDO AG,zalando.com
ZEBRA,zebra.com
ZEBRA TECHNOLOGIES,zebra.com
ZODIO,zodio.com
ZOLPAN,zolpan.com
ZUCCHETTI,zucchetti.com
938994217,UNVERIFIED:unknown
@GROEP ALAIN BROEKAERT,UNVERIFIED:unknown
,UNVERIFIED:unknown
1979 RETAIL,1979retail.com
20 DIVIN,20divin.com
3MECO,UNVERIFIED:unknown
5 A SEC,5asec.com
5COM,5com.com
900.CARE,900.care
A2CAPARTNERS,a2capartners.com
AARADHYA,aaradhya.com
AB GOODS,UNVERIFIED:unknown
ABCOSMETIQUE,abcosmetique.com
ABD MARKET,UNVERIFIED:unknown
ABRICÉA NATURE SAS,UNVERIFIED:unknown
ACE PRINT,UNVERIFIED:unknown
ACTICHAT,UNVERIFIED:unknown
ADAMIS,UNVERIFIED:unknown
ADEIZ,adeiz.com
ADENAO,adenao.com
ADOVA GROUP,UNVERIFIED:unknown
ADVITAM,UNVERIFIED:unknown
AFI-ESCA,afi-esca.org
AFILIZA,afiliza.com
AG GLOBAL TRADE,UNVERIFIED:unknown
ÂGE D'OR SERVICES,UNVERIFIED:unknown
AGIMISIO CONSULTING,UNVERIFIED:unknown
AGOOFY,UNVERIFIED:unknown
AGORASTORE,agorastore.com
AGROMAT,agromat.com
AIDA SHOP,UNVERIFIED:unknown
AIGLE INTERNATIONAL,aigleinternational.com
AIME,aime.org
AIME SKINCARE,UNVERIFIED:unknown
AJC GALLERIES,UNVERIFIED:unknown
AK CONSULTING,UNVERIFIED:unknown
AKIMOFF,akimoff.com
"ALBERT ČESKÁ REPUBLIKA, S.R.O.",UNVERIFIED:unknown
ALFA E OMEGA MERCADO,UNVERIFIED:unknown
ALGAM,algam.com
ALISCOM,aliscom.com
ALKOR,UNVERIFIED:unknown
ALL TRICKS,UNVERIFIED:unknown
ALLEE DU COMMERCE,UNVERIFIED:unknown
ALLIANCE AUTOMOTIVE FRANCE,UNVERIFIED:unknown
ALLIANCE AUTOMOTIVE GROUP FRANCE,UNVERIFIED:unknown
ALLIANCE AVANTAGES,allianceavantages.fr
ALLOPNEU,allopneu.com
ALMÉ,alme.com
ALPHABETA,UNVERIFIED:unknown
ALPHAETBETA,alphaetbeta.com
ALTERMOVE,UNVERIFIED:unknown
AMAC BV,UNVERIFIED:unknown
AMC TÊXTIL,UNVERIFIED:unknown
AMCO-BULGARIA LTD,UNVERIFIED:unknown
AMEDEE BARBOTTEAU & CIE,UNVERIFIED:unknown
AMERICAN EXPRESS PAYMENT EUROPE,americanexpress.com
AMIBOIS,amibois.fr
ANAIK GROUP,UNVERIFIED:unknown
ANAPODIA,UNVERIFIED:unknown
ANDEWE,UNVERIFIED:unknown
ANDRE,andre.com
ANM,anm.com
ANM IT LES MOUSQUETAIRES,UNVERIFIED:unknown
ANSEA,ansea.com
"ANT CAPITAL PARTNERS CO., LTD.",UNVERIFIED:unknown
ANTONIO PUIG,antoniopuig.com
ANYW3AR,UNVERIFIED:unknown
APEX,apex.com
API DISTRIBUTION SAS,api-distribution.com
APIS,apis.com
APOLOGY,UNVERIFIED:unknown
APPLE EUROPE,UNVERIFIED:unknown
APULIA DISTRIBUZIONE,apuliadistribuzione.it
ARBA-HOME,UNVERIFIED:unknown
ARESSY,aressy.com
ARF,arf.org
ARFACTORY,arfactory.com
ARGEDIS,argedis.com
ARGURA,argura.com
ARK BOKHANDEL,UNVERIFIED:unknown
ARMAND THIERY SAS,armandthiery.fr
ARMONY,UNVERIFIED:unknown
ARPILABE,UNVERIFIED:unknown
ARTÉKA PRODUCTIONS,arteka.com
AS GRUPPE,UNVERIFIED:unknown
AS WATSON GROUP AG,aswatson.com
AS WATSON H&B,aswatson.com
ASALI FOODS,asalifoods.com
ASH GROUPE,ash-groupe.com
ASTEN RETAIL,UNVERIFIED:unknown
AT3V CONSULTING,UNVERIFIED:unknown
ATBMARKET LLC,atbmarket.com
ATELIER 41,atelier41.fr
ATOMICSELLER,atomicseller.com
ATS,ats.com
ATTICA DEPARTMENT STORES,UNVERIFIED:unknown
AUCHAN RETAIL SERVICE,UNVERIFIED:unknown
AUDE BRIAT CONSULTING,UNVERIFIED:unknown
AUDIOPTIC,audioptic.com
AUDIOPTIC TRADE SERVICE,UNVERIFIED:unknown
AUPAL,UNVERIFIED:unknown
AURES KONNECT,aureskonnect.com
AURISEO,UNVERIFIED:unknown
AUTOPAY,autopay.com
AVEM,UNVERIFIED:unknown
AVIV GROUP,avivgroup.com
AVOLTA | AUTOGRILL,UNVERIFIED:unknown
AXIANS CLOUD SERVICE PROVIDER,UNVERIFIED:unknown
AXIANS COMMUNICATION & SYSTEMS LYON,UNVERIFIED:unknown
AZ EDITIONS,azeditions.com
AZ SHOP DZ,UNVERIFIED:unknown
AZERTY,azerty.com
AZOZ GROUP CAIRO,UNVERIFIED:unknown
AΒ VASSILOPOULOS SINGLE MEMBER S.A.,UNVERIFIED:unknown
B DIRECT,bdirect.com
B&A CONSEIL,UNVERIFIED:unknown
B&C INTERNATIONAL,UNVERIFIED:unknown
B&M FRANCE SAS,bm-france.fr
BABOU,babou.fr
BABYCHOU SERVICES,UNVERIFIED:unknown
